1,11,-1.000000
1,50,-1.000000
1,114,-1.000000
1,162,-1.000000
1,291,-1.000000
1,540,-1.000000
1,756,-1.000000
1,871,-1.000000
2,20,-1.000000
2,137,-1.000000
2,302,-1.000000
2,349,-1.000000
2,468,-1.000000
2,660,-1.000000
2,762,-1.000000
2,768,-1.000000
3,65,-1.000000
3,112,-1.000000
3,340,-1.000000
3,361,-1.000000
3,545,-1.000000
3,817,-1.000000
3,877,-1.000000
3,1016,-1.000000
4,37,-1.000000
4,174,-1.000000
4,249,-1.000000
4,301,-1.000000
4,463,-1.000000
4,792,-1.000000
4,884,-1.000000
4,947,-1.000000
5,311,-1.000000
5,376,-1.000000
5,472,-1.000000
5,636,-1.000000
5,671,-1.000000
5,672,-1.000000
5,810,-1.000000
5,824,-1.000000
6,51,-1.000000
6,101,-1.000000
6,125,-1.000000
6,418,-1.000000
6,469,-1.000000
6,545,-1.000000
6,754,-1.000000
6,937,-1.000000
7,175,-1.000000
7,438,-1.000000
7,442,-1.000000
7,443,-1.000000
7,499,-1.000000
7,550,-1.000000
7,615,-1.000000
7,623,-1.000000
8,17,-1.000000
8,291,-1.000000
8,371,-1.000000
8,419,-1.000000
8,428,-1.000000
8,758,-1.000000
8,789,-1.000000
8,965,-1.000000
9,89,-1.000000
9,200,-1.000000
9,241,-1.000000
9,337,-1.000000
9,416,-1.000000
9,507,-1.000000
9,627,-1.000000
9,775,-1.000000
10,23,-1.000000
10,34,-1.000000
10,350,-1.000000
10,370,-1.000000
10,777,-1.000000
10,786,-1.000000
10,817,-1.000000
10,895,-1.000000
11,1,-1.000000
11,64,-1.000000
11,336,-1.000000
11,376,-1.000000
11,388,-1.000000
11,504,-1.000000
11,902,-1.000000
11,1014,-1.000000
12,65,-1.000000
12,172,-1.000000
12,236,-1.000000
12,391,-1.000000
12,422,-1.000000
12,905,-1.000000
12,932,-1.000000
12,1009,-1.000000
13,155,-1.000000
13,221,-1.000000
13,396,-1.000000
13,530,-1.000000
13,532,-1.000000
13,651,-1.000000
13,775,-1.000000
13,980,-1.000000
14,75,-1.000000
14,191,-1.000000
14,246,-1.000000
14,290,-1.000000
14,521,-1.000000
14,647,-1.000000
14,810,-1.000000
14,923,-1.000000
15,157,-1.000000
15,369,-1.000000
15,507,-1.000000
15,579,-1.000000
15,589,-1.000000
15,751,-1.000000
15,781,-1.000000
15,798,-1.000000
16,17,-1.000000
16,85,-1.000000
16,284,-1.000000
16,362,-1.000000
16,537,-1.000000
16,613,-1.000000
16,690,-1.000000
16,897,-1.000000
17,8,-1.000000
17,16,-1.000000
17,383,-1.000000
17,702,-1.000000
17,710,-1.000000
17,762,-1.000000
17,850,-1.000000
17,926,-1.000000
18,82,-1.000000
18,125,-1.000000
18,313,-1.000000
18,396,-1.000000
18,592,-1.000000
18,597,-1.000000
18,910,-1.000000
18,939,-1.000000
19,326,-1.000000
19,497,-1.000000
19,531,-1.000000
19,771,-1.000000
19,849,-1.000000
19,891,-1.000000
19,995,-1.000000
19,1004,-1.000000
20,2,-1.000000
20,298,-1.000000
20,375,-1.000000
20,410,-1.000000
20,633,-1.000000
20,752,-1.000000
20,907,-1.000000
20,913,-1.000000
21,122,-1.000000
21,174,-1.000000
21,230,-1.000000
21,262,-1.000000
21,412,-1.000000
21,444,-1.000000
21,489,-1.000000
21,548,-1.000000
22,66,-1.000000
22,111,-1.000000
22,209,-1.000000
22,481,-1.000000
22,692,-1.000000
22,758,-1.000000
22,908,-1.000000
22,979,-1.000000
23,10,-1.000000
23,68,-1.000000
23,229,-1.000000
23,633,-1.000000
23,713,-1.000000
23,754,-1.000000
23,756,-1.000000
23,761,-1.000000
24,154,-1.000000
24,626,-1.000000
24,683,-1.000000
24,755,-1.000000
24,812,-1.000000
24,894,-1.000000
24,924,-1.000000
24,984,-1.000000
25,138,-1.000000
25,316,-1.000000
25,324,-1.000000
25,375,-1.000000
25,440,-1.000000
25,771,-1.000000
25,897,-1.000000
25,1001,-1.000000
26,46,-1.000000
26,432,-1.000000
26,485,-1.000000
26,490,-1.000000
26,504,-1.000000
26,534,-1.000000
26,615,-1.000000
26,812,-1.000000
27,204,-1.000000
27,216,-1.000000
27,465,-1.000000
27,543,-1.000000
27,552,-1.000000
27,598,-1.000000
27,605,-1.000000
27,793,-1.000000
28,65,-1.000000
28,236,-1.000000
28,367,-1.000000
28,413,-1.000000
28,655,-1.000000
28,712,-1.000000
28,874,-1.000000
28,948,-1.000000
29,38,-1.000000
29,468,-1.000000
29,493,-1.000000
29,561,-1.000000
29,741,-1.000000
29,820,-1.000000
29,848,-1.000000
29,911,-1.000000
30,130,-1.000000
30,186,-1.000000
30,267,-1.000000
30,482,-1.000000
30,710,-1.000000
30,738,-1.000000
30,867,-1.000000
30,1013,-1.000000
31,206,-1.000000
31,213,-1.000000
31,272,-1.000000
31,335,-1.000000
31,360,-1.000000
31,778,-1.000000
31,839,-1.000000
31,965,-1.000000
32,209,-1.000000
32,287,-1.000000
32,297,-1.000000
32,389,-1.000000
32,624,-1.000000
32,724,-1.000000
32,758,-1.000000
32,965,-1.000000
33,220,-1.000000
33,356,-1.000000
33,360,-1.000000
33,373,-1.000000
33,455,-1.000000
33,666,-1.000000
33,748,-1.000000
33,783,-1.000000
34,10,-1.000000
34,645,-1.000000
34,742,-1.000000
34,861,-1.000000
34,862,-1.000000
34,891,-1.000000
34,912,-1.000000
34,969,-1.000000
35,103,-1.000000
35,116,-1.000000
35,159,-1.000000
35,337,-1.000000
35,344,-1.000000
35,701,-1.000000
35,808,-1.000000
35,900,-1.000000
36,85,-1.000000
36,211,-1.000000
36,459,-1.000000
36,538,-1.000000
36,553,-1.000000
36,675,-1.000000
36,964,-1.000000
36,978,-1.000000
37,4,-1.000000
37,142,-1.000000
37,267,-1.000000
37,285,-1.000000
37,307,-1.000000
37,451,-1.000000
37,475,-1.000000
37,941,-1.000000
38,29,-1.000000
38,79,-1.000000
38,345,-1.000000
38,428,-1.000000
38,453,-1.000000
38,477,-1.000000
38,479,-1.000000
38,596,-1.000000
39,83,-1.000000
39,148,-1.000000
39,382,-1.000000
39,393,-1.000000
39,888,-1.000000
39,963,-1.000000
39,991,-1.000000
39,994,-1.000000
40,54,-1.000000
40,342,-1.000000
40,360,-1.000000
40,364,-1.000000
40,578,-1.000000
40,844,-1.000000
40,870,-1.000000
40,997,-1.000000
41,72,-1.000000
41,86,-1.000000
41,87,-1.000000
41,239,-1.000000
41,248,-1.000000
41,419,-1.000000
41,720,-1.000000
41,894,-1.000000
42,49,-1.000000
42,265,-1.000000
42,282,-1.000000
42,290,-1.000000
42,397,-1.000000
42,454,-1.000000
42,475,-1.000000
42,948,-1.000000
43,203,-1.000000
43,300,-1.000000
43,337,-1.000000
43,463,-1.000000
43,493,-1.000000
43,507,-1.000000
43,889,-1.000000
43,977,-1.000000
44,46,-1.000000
44,124,-1.000000
44,280,-1.000000
44,614,-1.000000
44,860,-1.000000
44,881,-1.000000
44,931,-1.000000
44,991,-1.000000
45,65,-1.000000
45,152,-1.000000
45,176,-1.000000
45,250,-1.000000
45,471,-1.000000
45,620,-1.000000
45,885,-1.000000
45,1015,-1.000000
46,26,-1.000000
46,44,-1.000000
46,71,-1.000000
46,180,-1.000000
46,476,-1.000000
46,629,-1.000000
46,894,-1.000000
46,914,-1.000000
47,96,-1.000000
47,133,-1.000000
47,400,-1.000000
47,460,-1.000000
47,489,-1.000000
47,565,-1.000000
47,610,-1.000000
47,644,-1.000000
48,287,-1.000000
48,354,-1.000000
48,649,-1.000000
48,742,-1.000000
48,833,-1.000000
48,863,-1.000000
48,897,-1.000000
48,999,-1.000000
49,42,-1.000000
49,391,-1.000000
49,397,-1.000000
49,560,-1.000000
49,685,-1.000000
49,735,-1.000000
49,962,-1.000000
49,969,-1.000000
50,1,-1.000000
50,222,-1.000000
50,235,-1.000000
50,328,-1.000000
50,615,-1.000000
50,749,-1.000000
50,901,-1.000000
50,964,-1.000000
51,6,-1.000000
51,291,-1.000000
51,594,-1.000000
51,607,-1.000000
51,631,-1.000000
51,673,-1.000000
51,677,-1.000000
51,901,-1.000000
52,228,-1.000000
52,278,-1.000000
52,392,-1.000000
52,567,-1.000000
52,885,-1.000000
52,908,-1.000000
52,909,-1.000000
52,983,-1.000000
53,98,-1.000000
53,127,-1.000000
53,221,-1.000000
53,378,-1.000000
53,537,-1.000000
53,674,-1.000000
53,676,-1.000000
53,711,-1.000000
54,40,-1.000000
54,136,-1.000000
54,197,-1.000000
54,456,-1.000000
54,535,-1.000000
54,763,-1.000000
54,865,-1.000000
54,1005,-1.000000
55,102,-1.000000
55,240,-1.000000
55,286,-1.000000
55,452,-1.000000
55,471,-1.000000
55,590,-1.000000
55,751,-1.000000
55,860,-1.000000
56,62,-1.000000
56,344,-1.000000
56,372,-1.000000
56,580,-1.000000
56,689,-1.000000
56,698,-1.000000
56,932,-1.000000
56,981,-1.000000
57,139,-1.000000
57,175,-1.000000
57,222,-1.000000
57,394,-1.000000
57,458,-1.000000
57,550,-1.000000
57,923,-1.000000
57,974,-1.000000
58,65,-1.000000
58,109,-1.000000
58,131,-1.000000
58,282,-1.000000
58,520,-1.000000
58,588,-1.000000
58,782,-1.000000
58,962,-1.000000
59,68,-1.000000
59,105,-1.000000
59,180,-1.000000
59,337,-1.000000
59,343,-1.000000
59,601,-1.000000
59,693,-1.000000
59,726,-1.000000
60,150,-1.000000
60,163,-1.000000
60,692,-1.000000
60,719,-1.000000
60,803,-1.000000
60,863,-1.000000
60,893,-1.000000
60,978,-1.000000
61,178,-1.000000
61,241,-1.000000
61,387,-1.000000
61,409,-1.000000
61,458,-1.000000
61,663,-1.000000
61,852,-1.000000
61,1005,-1.000000
62,56,-1.000000
62,124,-1.000000
62,147,-1.000000
62,285,-1.000000
62,295,-1.000000
62,828,-1.000000
62,860,-1.000000
62,995,-1.000000
63,70,-1.000000
63,111,-1.000000
63,265,-1.000000
63,393,-1.000000
63,406,-1.000000
63,634,-1.000000
63,724,-1.000000
63,801,-1.000000
64,11,-1.000000
64,195,-1.000000
64,505,-1.000000
64,620,-1.000000
64,886,-1.000000
64,900,-1.000000
64,907,-1.000000
64,993,-1.000000
65,3,-1.000000
65,12,-1.000000
65,28,-1.000000
65,45,-1.000000
65,58,-1.000000
65,101,-1.000000
65,623,-1.000000
65,701,-1.000000
66,22,-1.000000
66,91,-1.000000
66,372,-1.000000
66,464,-1.000000
66,494,-1.000000
66,692,-1.000000
66,788,-1.000000
66,993,-1.000000
67,332,-1.000000
67,473,-1.000000
67,546,-1.000000
67,570,-1.000000
67,655,-1.000000
67,700,-1.000000
67,794,-1.000000
67,839,-1.000000
68,23,-1.000000
68,59,-1.000000
68,162,-1.000000
68,244,-1.000000
68,302,-1.000000
68,639,-1.000000
68,937,-1.000000
68,1000,-1.000000
69,115,-1.000000
69,139,-1.000000
69,169,-1.000000
69,348,-1.000000
69,383,-1.000000
69,456,-1.000000
69,631,-1.000000
69,962,-1.000000
70,63,-1.000000
70,307,-1.000000
70,488,-1.000000
70,577,-1.000000
70,740,-1.000000
70,789,-1.000000
70,889,-1.000000
70,984,-1.000000
71,46,-1.000000
71,73,-1.000000
71,105,-1.000000
71,274,-1.000000
71,462,-1.000000
71,645,-1.000000
71,895,-1.000000
71,1012,-1.000000
72,41,-1.000000
72,99,-1.000000
72,127,-1.000000
72,211,-1.000000
72,253,-1.000000
72,523,-1.000000
72,559,-1.000000
72,976,-1.000000
73,71,-1.000000
73,164,-1.000000
73,410,-1.000000
73,573,-1.000000
73,626,-1.000000
73,653,-1.000000
73,747,-1.000000
73,923,-1.000000
74,135,-1.000000
74,386,-1.000000
74,484,-1.000000
74,492,-1.000000
74,637,-1.000000
74,729,-1.000000
74,758,-1.000000
74,918,-1.000000
75,14,-1.000000
75,258,-1.000000
75,291,-1.000000
75,321,-1.000000
75,744,-1.000000
75,781,-1.000000
75,916,-1.000000
75,978,-1.000000
76,105,-1.000000
76,119,-1.000000
76,602,-1.000000
76,683,-1.000000
76,694,-1.000000
76,779,-1.000000
76,797,-1.000000
76,800,-1.000000
77,357,-1.000000
77,391,-1.000000
77,399,-1.000000
77,440,-1.000000
77,547,-1.000000
77,572,-1.000000
77,598,-1.000000
77,658,-1.000000
78,283,-1.000000
78,326,-1.000000
78,533,-1.000000
78,677,-1.000000
78,717,-1.000000
78,867,-1.000000
78,947,-1.000000
78,1022,-1.000000
79,38,-1.000000
79,234,-1.000000
79,348,-1.000000
79,763,-1.000000
79,768,-1.000000
79,847,-1.000000
79,913,-1.000000
79,963,-1.000000
80,236,-1.000000
80,315,-1.000000
80,367,-1.000000
80,571,-1.000000
80,592,-1.000000
80,617,-1.000000
80,847,-1.000000
80,916,-1.000000
81,267,-1.000000
81,306,-1.000000
81,423,-1.000000
81,500,-1.000000
81,666,-1.000000
81,952,-1.000000
81,985,-1.000000
81,991,-1.000000
82,18,-1.000000
82,99,-1.000000
82,102,-1.000000
82,110,-1.000000
82,212,-1.000000
82,517,-1.000000
82,686,-1.000000
82,962,-1.000000
83,39,-1.000000
83,196,-1.000000
83,315,-1.000000
83,377,-1.000000
83,464,-1.000000
83,671,-1.000000
83,902,-1.000000
83,1014,-1.000000
84,140,-1.000000
84,256,-1.000000
84,292,-1.000000
84,325,-1.000000
84,589,-1.000000
84,874,-1.000000
84,900,-1.000000
84,948,-1.000000
85,16,-1.000000
85,36,-1.000000
85,200,-1.000000
85,282,-1.000000
85,642,-1.000000
85,739,-1.000000
85,837,-1.000000
85,918,-1.000000
86,41,-1.000000
86,218,-1.000000
86,415,-1.000000
86,521,-1.000000
86,535,-1.000000
86,740,-1.000000
86,908,-1.000000
86,994,-1.000000
87,41,-1.000000
87,335,-1.000000
87,429,-1.000000
87,544,-1.000000
87,629,-1.000000
87,954,-1.000000
87,985,-1.000000
87,997,-1.000000
88,178,-1.000000
88,211,-1.000000
88,304,-1.000000
88,331,-1.000000
88,538,-1.000000
88,853,-1.000000
88,938,-1.000000
88,949,-1.000000
89,9,-1.000000
89,315,-1.000000
89,453,-1.000000
89,492,-1.000000
89,511,-1.000000
89,523,-1.000000
89,655,-1.000000
89,732,-1.000000
90,101,-1.000000
90,295,-1.000000
90,428,-1.000000
90,456,-1.000000
90,468,-1.000000
90,486,-1.000000
90,872,-1.000000
90,969,-1.000000
91,66,-1.000000
91,93,-1.000000
91,169,-1.000000
91,263,-1.000000
91,305,-1.000000
91,388,-1.000000
91,501,-1.000000
91,816,-1.000000
92,179,-1.000000
92,209,-1.000000
92,357,-1.000000
92,452,-1.000000
92,512,-1.000000
92,534,-1.000000
92,722,-1.000000
92,786,-1.000000
93,91,-1.000000
93,154,-1.000000
93,329,-1.000000
93,354,-1.000000
93,435,-1.000000
93,609,-1.000000
93,714,-1.000000
93,953,-1.000000
94,366,-1.000000
94,485,-1.000000
94,517,-1.000000
94,555,-1.000000
94,762,-1.000000
94,804,-1.000000
94,912,-1.000000
94,933,-1.000000
95,177,-1.000000
95,215,-1.000000
95,252,-1.000000
95,338,-1.000000
95,602,-1.000000
95,691,-1.000000
95,774,-1.000000
95,928,-1.000000
96,47,-1.000000
96,227,-1.000000
96,322,-1.000000
96,466,-1.000000
96,469,-1.000000
96,717,-1.000000
96,936,-1.000000
96,953,-1.000000
97,402,-1.000000
97,421,-1.000000
97,449,-1.000000
97,539,-1.000000
97,549,-1.000000
97,574,-1.000000
97,590,-1.000000
97,801,-1.000000
98,53,-1.000000
98,208,-1.000000
98,342,-1.000000
98,489,-1.000000
98,595,-1.000000
98,822,-1.000000
98,902,-1.000000
98,904,-1.000000
99,72,-1.000000
99,82,-1.000000
99,168,-1.000000
99,356,-1.000000
99,437,-1.000000
99,498,-1.000000
99,579,-1.000000
99,1013,-1.000000
100,317,-1.000000
100,335,-1.000000
100,381,-1.000000
100,565,-1.000000
100,659,-1.000000
100,685,-1.000000
100,827,-1.000000
100,895,-1.000000
101,6,-1.000000
101,65,-1.000000
101,90,-1.000000
101,330,-1.000000
101,364,-1.000000
101,795,-1.000000
101,933,-1.000000
101,962,-1.000000
102,55,-1.000000
102,82,-1.000000
102,493,-1.000000
102,528,-1.000000
102,554,-1.000000
102,751,-1.000000
102,791,-1.000000
102,856,-1.000000
103,35,-1.000000
103,175,-1.000000
103,264,-1.000000
103,492,-1.000000
103,598,-1.000000
103,671,-1.000000
103,961,-1.000000
